PAN_Inside:,PAN_Outside:,Ambient_Temp:,Glass_Temp:,Ind_Current:,Mag_Current:,empty_pan
101.67,98.4,36123.79,41,191,0.37,0
102.04,98.24,35484.91,44,192,0.35,0
42.9,42.41,162.22,18,1,0.34,1
165.88,136,1582.97,123,1,0.35,1
102.04,99.32,37975.66,53,196,0.4,0
103.68,100.01,877.32,38,1,0.33,1
107.57,109.02,37589.32,61,193,0.39,0
47.37,46.88,215.07,18,1,0.35,1
39.78,38.81,136.15,17,1,0.35,1
55.98,47.4,384.85,24,190,0.35,0
101.78,99.17,37314.98,48,194,0.37,0
38.64,37.55,122.71,17,1,0.34,1
96.91,93.48,803.13,35,1,0.35,1
101.89,99.86,38086.54,54,195,0.38,0
120.97,115.92,942.78,57,1,0.37,1
102.04,99.55,37865.01,50,194,0.39,0
56.6,48.35,418.52,24,190,0.35,0
101.85,98.86,36553.96,45,192,0.38,0
39.57,38.64,108.02,17,1,0.35,1
41.3,40.46,138.18,17,1,0.36,1
38.47,37.55,142.3,17,1,0.34,1
101.63,98.86,36662.03,45,192,0.38,0
101.29,97.15,35379.17,36,191,0.35,0
100.77,94.28,32503.44,32,191,0.36,0
49.82,49.39,254.7,19,1,0.33,1
44.94,44.36,117.33,18,1,0.35,1
46.88,46.31,215.07,18,1,0.35,1
46,45.5,296.07,18,1,0.34,1
32.8,28.35,66,20,182,0.36,0
40.2,39.25,146.54,17,1,0.35,1
102.04,99.86,37865.01,53,195,0.38,0
101.74,99.02,36177.37,51,194,0.37,0
102.18,99.4,37644.36,48,194,0.37,0
229.23,170.26,37865.01,160,1,0.37,0
102.48,99.32,37975.66,56,194,0.4,0
24.41,23.32,55.99,13,1,0.33,0
44.04,43.2,128.32,18,1,0.34,1
148.03,125.84,1322.64,148,86,0.36,1
42.99,42.19,159.9,17,1,0.34,1
61.1,60.4,459.64,23,1,0.35,1
44.16,43.46,174.29,18,1,0.34,1
39.03,38.25,113.86,17,1,0.34,1
54.59,54.09,311.62,21,1,0.34,1
44.12,43.29,175.54,18,1,0.34,1
101.96,99.78,37975.66,54,195,0.36,0
102.04,99.55,37205.62,50,194,0.39,0
101.89,98.94,36662.03,46,192,0.36,0
144.55,129.07,1392.03,93,1,0.37,1
59.21,58.49,464.98,22,1,0.35,1
51.52,51.14,292.28,20,1,0.34,1
58.87,58.16,443.88,22,1,0.34,1
69.02,67.42,607.51,25,1,0.34,1
106.89,108.01,37205.62,61,193,0.38,0
102.04,98.55,35697.02,43,192,0.38,0
33.87,29.86,67.51,20,190,0.34,0
102.15,99.78,36446.1,50,194,0.37,0
96.2,92.66,803.13,34,1,0.35,1
48.52,48.02,270.31,19,1,0.35,1
119,114.25,1223.15,55,1,0.37,1
101.89,99.25,37205.62,50,194,0.39,0
101.74,99.78,37865.01,56,194,0.4,0
119.99,117.89,37096.48,70,191,0.38,0
53.83,53.43,331.95,20,1,0.34,1
107.44,103.54,885.86,41,1,0.33,1
101.96,99.55,37479.43,53,195,0.39,0
49.88,49.39,212.13,19,1,0.33,1
101.25,97.38,35063.23,37,191,0.36,0
52.86,52.45,313.61,20,1,0.35,1
58.52,57.93,428.53,22,1,0.34,1
25.28,24.6,70.11,19,189,0.35,0
101.59,98.9,34023.71,46,192,0.39,0
28.69,26.94,66,20,189,0.34,0
45.39,44.82,197.91,18,1,0.34,1
39.57,38.64,128.32,17,1,0.35,1
46.75,46.28,204.92,18,1,0.35,1
101.52,98.13,36177.37,41,191,0.37,0
55.57,55.17,366.55,21,1,0.35,1
101.93,99.55,37314.98,52,195,0.39,0
116.49,112.05,988.29,51,1,0.37,1
109.62,105.68,890.15,43,1,0.33,1
102.04,98.13,35803.39,42,192,0.37,0
47.93,47.46,221.05,19,1,0.35,1
148.58,130.51,1255.71,98,1,0.37,1
38.47,37.55,131.21,17,1,0.34,1
43.12,42.41,142.3,18,1,0.34,1
99.4,93.15,31077.75,31,191,0.37,0
42.32,41.44,157.6,17,1,0.35,1
101.85,99.48,37865.01,49,194,0.38,0
39.57,38.36,56.83,44,191,0.37,1
53.43,52.92,331.95,20,1,0.35,1
69.02,55.17,1826.68,26,190,0.36,0
44.63,44.04,181.89,18,1,0.35,1
156.69,133.64,1476.15,110,1,0.35,1
46.35,45.71,196.53,18,1,0.34,1
101.78,99.17,36123.79,44,191,0.38,0
49.28,48.87,249.66,19,1,0.34,1
39.03,38.02,127.37,17,1,0.34,1
158.66,139.43,30309.39,100,1,0.36,0
101.81,98.63,36662.03,43,192,0.37,0
38.47,37.55,119.99,17,1,0.34,1
131.06,122.55,1201.78,74,1,0.37,1
120.05,115.1,1059.43,56,1,0.37,1
83.97,81.26,696.8,29,1,0.36,1
58.68,50.19,594.55,25,190,0.33,0
38.02,36.7,187.1,17,1,0.35,1
92.46,89.22,819.22,32,1,0.34,1
45.13,44.51,163.4,18,1,0.35,1
101.96,99.63,37260.28,53,195,0.39,0
38.02,36.76,116.45,17,1,0.35,1
87.89,68.41,12683.63,28,190,0.34,0
104.37,103.14,37314.98,58,193,0.38,0
102.18,99.9,37096.48,53,195,0.38,0
101.85,99.02,36987.54,46,194,0.38,0
40.71,39.89,142.3,17,1,0.36,1
101.85,98.78,36446.1,44,192,0.36,0
83.8,63.03,7291.92,27,190,0.36,0
101.07,96.12,33664.8,33,191,0.37,0
53.24,52.77,329.87,20,1,0.35,1
40.15,39.36,132.19,17,1,0.35,1
101.85,99.78,35803.39,54,196,0.39,0
39.62,38.7,130.24,17,1,0.35,1
38.98,38.02,126.43,17,1,0.34,1
52.72,52.36,303.77,20,1,0.35,1
101.89,99.59,37975.66,54,195,0.37,0
53.65,53.28,319.63,20,1,0.34,1
68.41,66.83,509.41,25,1,0.34,1
272.28,189.49,36824.54,158,1,0.38,0
24.89,24.31,63.09,18,189,0.35,0
42.95,42.23,164.58,17,1,0.34,1
37.96,36.7,129.28,17,1,0.35,1
101.85,98.32,36123.79,42,192,0.37,0
101.67,98.82,37205.62,45,192,0.38,0
41.2,40.3,140.23,17,1,0.36,1
43.87,42.99,166.96,18,1,0.34,1
40.61,39.78,110.49,17,1,0.36,1
113.45,96.36,509.41,123,87,0.35,1
102.18,99.78,37424.55,52,195,0.38,0
45.82,45.24,200.69,18,1,0.34,1
60.07,59.4,443.88,23,1,0.35,1
101.93,99.55,37424.55,49,194,0.38,0
97.5,89.55,27053.09,30,190,0.36,0
82.12,79.76,640.81,29,1,0.36,1
122.69,117.25,916.19,60,1,0.37,1
54.78,54.24,351.09,21,1,0.34,1
38.36,36.89,118.21,17,1,0.35,1
63.03,62.14,1059.43,23,1,0.35,1
81.22,78.76,661.41,29,1,0.36,1
153.74,132.37,1463.92,105,1,0.35,1
48.05,47.59,224.09,19,1,0.35,1
101.89,99.63,37865.01,54,196,0.4,0
101.74,98.09,35697.02,39,191,0.36,0
102.04,99.55,37424.55,52,195,0.38,0
37.9,36.64,143.35,17,1,0.35,1
49.28,48.84,263.28,19,1,0.34,1
38.92,37.9,120.89,17,1,0.34,1
102.04,98.24,36716.15,45,192,0.38,0
40.2,39.25,138.18,17,1,0.35,1
225.06,166.84,37096.48,159,1,0.38,0
113.39,113.17,37314.98,65,192,0.39,0
44.47,42.5,72.27,48,97,0.34,1
41.1,40.1,75.63,17,1,0.36,1
121.21,106.06,718.68,130,87,0.38,1
38.59,37.61,120.89,17,1,0.34,1
207.82,162.08,36553.96,125,1,0.37,0
39.03,38.25,116.45,17,1,0.34,1
47.24,46.68,50.51,18,1,0.35,1
151.88,127.93,1470.02,149,87,0.36,1
71.44,56.33,2198.49,26,190,0.35,0
148.95,130.81,1357.03,99,1,0.37,1
102.18,99.86,36553.96,52,195,0.39,0
41.68,40.71,148.69,17,1,0.34,1
46.82,46.38,203.5,18,1,0.35,1
38.64,37.55,120.89,17,1,0.34,1
101.74,99.55,37644.36,51,194,0.37,0
105.43,101.67,903.1,39,1,0.33,1
45.28,44.75,195.16,18,1,0.35,1
110.5,106.48,974.47,44,1,0.33,1
68.71,67.16,353.27,25,1,0.34,1
50.94,43.12,178.05,23,190,0.36,0
39.57,38.7,139.2,17,1,0.35,1
52.9,52.52,315.61,20,1,0.35,1
42.19,41.34,158.75,17,1,0.35,1
100.16,93.48,31417.96,31,191,0.36,0
52.45,44.59,206.34,23,190,0.35,0
68.31,59.5,206.34,91,87,0.34,1
66.07,58.4,227.17,88,87,0.34,1
168.53,136.32,1668.19,133,1,0.35,1
102,98.63,35856.66,43,192,0.38,0
102,98.63,36446.1,44,192,0.39,0
151.88,131.89,1451.76,104,1,0.35,1
42.1,41.3,155.33,17,1,0.34,1
79.12,76.74,654.49,28,1,0.36,1
68.88,67.29,550.78,25,1,0.34,1
101.78,97.7,34437,37,191,0.36,0
110.04,110.18,36987.54,63,192,0.39,0
64.42,63.37,503.69,24,1,0.35,1
46.82,46.07,200.69,18,1,0.35,1
158.42,134.21,1300.06,112,1,0.35,1
42.41,41.68,123.63,17,1,0.35,1
39.73,38.81,118.21,17,1,0.35,1
85.2,82.45,718.68,30,1,0.36,1
43.96,43.08,203.5,18,1,0.34,1
39.41,38.47,124.56,17,1,0.34,1
43.12,42.46,159.9,18,1,0.34,1
101.89,98.32,34853.64,39,191,0.37,0
61.65,60.81,467.67,23,1,0.35,1
176.1,147.39,33105.97,108,1,0.36,0
45.64,45.05,197.91,18,1,0.34,1
86.24,83.31,344.62,30,1,0.34,1
102,99.36,37424.55,51,194,0.37,0
38.64,37.61,122.71,17,1,0.34,1
101.93,98.63,36987.54,44,192,0.38,0
57.59,57.02,403.83,22,1,0.34,1
40.2,39.36,140.23,17,1,0.35,1
124.96,118.73,1088.88,64,1,0.37,1
100.24,94.56,32703.46,31,191,0.37,0
166.98,135.33,1784.37,139,1,0.36,1
61.18,55.76,184.48,82,87,0.35,1
68.95,67.35,556.88,25,1,0.34,1
98.13,94.52,1049.75,35,1,0.35,1
53.83,53.43,342.48,20,1,0.34,1
122.3,116.84,1049.75,60,1,0.37,1
102,99.17,36392.25,45,192,0.38,0
37.9,36.52,112.16,17,1,0.35,1
57.86,57.38,408.68,22,1,0.34,1
52.04,51.5,327.8,20,1,0.34,1
39.46,38.7,143.35,17,1,0.35,1
99.51,95.96,852.07,36,1,0.35,1
45.09,44.24,176.79,18,1,0.35,1
101.85,98.01,36070.26,40,191,0.36,0
116.2,111.73,965.34,50,1,0.37,1
138.06,125.96,1311.32,84,1,0.37,1
46.07,45.42,196.53,18,1,0.34,1
41.72,41,146.54,17,1,0.34,1
65.45,53.7,1283.31,26,190,0.36,0
123.76,108.92,718.68,132,87,0.34,1
95.76,92.17,823.27,34,1,0.35,1
27.12,25.46,60.32,14,1,0.41,1
55.7,55.26,423.5,21,1,0.35,1
38.47,37.07,120.89,17,1,0.34,1
44.67,44.04,183.18,18,1,0.35,1
47.84,47.34,247.99,19,1,0.35,1
102.15,98.71,36446.1,45,191,0.36,0
123.54,117.86,1069.19,62,1,0.37,1
54,53.57,334.03,21,1,0.34,1
86.2,65.85,10606.86,28,190,0.38,0
106.55,107.37,37369.75,61,193,0.39,0
41.15,40.3,170.59,17,1,0.36,1
101.59,98.98,36770.32,44,192,0.37,0
69.5,68.04,594.55,25,1,0.34,1
48.02,47.53,272.09,19,1,0.35,1
103.83,100.09,843.77,38,1,0.33,1
44.32,43.58,176.79,18,1,0.34,1
90.91,73.45,15742.74,28,190,0.36,0
45.79,45.2,181.89,18,1,0.34,1
60.25,59.6,371.06,23,1,0.35,1
101.1,95.57,33257.75,33,191,0.37,0
102.04,98.86,37205.62,48,194,0.36,0
101.7,97.54,35432.02,37,191,0.37,0
57.41,48.95,467.67,24,190,0.34,0
41.34,40.4,144.41,17,1,0.36,1
92.42,77.84,17426.37,28,190,0.35,0
101.93,99.55,37975.66,50,194,0.39,0
62.11,61.2,428.53,23,1,0.35,1
62.14,56.18,206.34,83,87,0.36,1
138.2,126.08,1322.64,84,1,0.37,1
153,132.16,1415.71,104,1,0.35,1
command.,'1',"enable,",to,'s',check,1
147.85,130.21,1433.66,97,1,0.37,1
38.64,37.67,104.02,17,1,0.34,1
109.72,110.01,40812.83,63,192,0.4,0
166.84,136.19,1513.25,125,1,0.35,1
56.31,55.76,389.53,21,1,0.35,1
39.68,38.81,126.43,17,1,0.35,1
130.81,122.41,1212.43,73,1,0.37,1
101.89,99.4,37314.98,50,194,0.37,0
144.55,123.88,1277.75,146,87,0.37,1
63.63,62.66,484.05,24,1,0.35,1
101.74,98.86,36987.54,45,192,0.37,0
24.31,23.12,62.15,13,1,0.41,0
72.45,70.72,2166.34,26,1,0.35,1
102.04,99.17,38308.93,46,192,0.39,0
38.47,37.07,117.33,17,1,0.35,1
44.75,44.12,187.1,18,1,0.35,1
167.26,135.94,1708.58,139,1,0.36,1
42.14,41.39,166.96,17,1,0.35,1
215.61,167.26,36716.15,131,1,0.36,0
39.25,38.36,126.43,17,1,0.34,1
54.68,54.13,348.92,21,1,0.34,1
119.26,103.57,6.18,127,87,0.34,1
114.84,110.57,974.47,48,1,0.37,1
103.72,102.33,37369.75,58,193,0.4,0
40.66,39.78,141.26,17,1,0.36,1
38.75,37.78,121.8,17,1,0.34,1
166.02,135.09,1763.47,141,1,0.36,1
93.76,90.45,819.22,33,1,0.34,1
102.04,98.78,36987.54,45,192,0.37,0
102.18,98.55,37096.48,46,192,0.37,0
264.61,187.59,36824.54,152,1,0.38,0
39.62,38.59,138.18,17,1,0.35,1
101.4,95.8,33972.28,34,191,0.36,0
101.67,99.02,37424.55,45,192,0.39,0
57.89,53.89,170.59,77,87,0.36,1
101.18,81.63,384.85,114,86,0.36,1
101.74,99.17,37314.98,47,194,0.36,0
227.82,172.5,36392.25,137,1,0.37,0
128.79,121.14,1139.23,70,1,0.37,1
102.04,99.17,37534.35,53,195,0.39,0
50.47,49.9,284.8,19,1,0.33,1
50.32,49.82,266.77,19,1,0.33,1
200.14,158.3,36177.37,121,1,0.37,0
32.95,32.06,65.51,33,191,0.35,1
38.87,37.55,75.63,42,191,0.37,1
40.71,39.84,183.18,17,1,0.36,1
65.82,64.54,423.5,24,1,0.35,1
40.71,39.84,185.79,17,1,0.36,1
110.14,91.93,459.64,120,87,0.35,1
39.57,38.7,132.19,17,1,0.35,1
87.89,84.75,771.64,31,1,0.34,1
121.7,106.61,62.62,130,87,0.34,1
165.88,136.07,1615.38,124,1,0.35,1
147.85,135.15,29600.71,94,1,0.36,0
38.64,37.07,124.56,17,1,0.34,1
38.36,36.95,120.89,17,1,0.35,1
168.67,136.32,1708.58,135,1,0.35,1
101.93,99.93,38031.07,54,195,0.4,0
101.85,99.32,37369.75,49,194,0.37,0
50.11,49.42,206.34,19,1,0.33,1
43.96,43.2,164.58,18,1,0.34,1
148.77,126,1681.58,148,86,0.37,1
51.85,51.38,284.8,20,1,0.34,1
49.37,48.89,249.66,19,1,0.34,1
51.4,50.99,286.66,20,1,0.34,1
119.85,114.78,1049.75,55,1,0.37,1
42.5,41.86,227.17,17,1,0.35,1
40.61,39.68,140.23,17,1,0.35,1
142,127.93,1380.29,89,1,0.37,1
139.36,128.24,37534.35,96,190,0.39,0
52.54,52.18,315.61,20,1,0.35,1
102.04,99.48,37865.01,54,196,0.39,0
101.67,98.67,36500,42,192,0.37,0
41.44,40.61,144.41,17,1,0.34,1
160.58,134.62,1576.54,114,1,0.35,1
48.05,47.59,227.17,19,1,0.35,1
38.81,37.9,138.18,17,1,0.34,1
53.52,53.15,323.7,20,1,0.34,1
131.32,122.66,1212.43,74,1,0.37,1
104.76,101.07,894.45,39,1,0.33,1
50.19,42.64,164.58,23,189,0.34,0
102.22,100.01,37644.36,53,196,0.39,0
101.96,98.63,36446.1,43,192,0.37,0
40.66,39.57,138.18,17,1,0.35,1
48.17,47.53,221.05,19,1,0.35,1
102.04,99.86,37151.02,50,194,0.37,0
104.15,85.16,389.53,116,86,0.35,1
45.68,45.2,200.69,18,1,0.34,1
110.89,106.82,1463.92,44,1,0.33,1
101.33,98.78,36338.45,54,195,0.37,0
93.72,79.96,19651.08,29,190,0.37,0
101.67,97.46,34644.9,37,191,0.37,0
47.34,46.82,49.05,18,1,0.35,1
102.04,99.55,37424.55,50,194,0.37,0
101.63,97.5,34333.36,37,191,0.34,0
47.77,47.27,221.05,19,1,0.35,1
38.92,37.9,129.28,17,1,0.34,1
41,40.1,141.26,17,1,0.36,1
101.59,99.63,38086.54,53,194,0.38,0
50.14,49.64,140.23,19,1,0.33,1
104.65,85.62,178.05,116,86,0.35,1
50.67,50.29,279.3,19,1,0.33,1
101.93,99.63,36716.15,52,195,0.38,0
137.08,119.36,1228.54,141,87,0.34,1
48.52,48.02,408.68,19,1,0.35,1
108.92,104.86,835.53,42,1,0.33,1
49.28,48.87,187.1,19,1,0.34,1
73.83,72.01,640.81,26,1,0.35,1
102.04,99.4,37205.62,49,194,0.38,0
132.8,123.47,1239.36,76,1,0.37,1
55.57,55.22,384.85,21,1,0.35,1
101.93,97.7,35273.64,40,191,0.36,0
42.77,42.05,162.22,18,1,0.34,1
43.2,42.59,162.22,18,1,0.34,1
45.09,44.51,184.48,18,1,0.35,1
102.04,98.94,37260.28,48,194,0.36,0
113.33,109.22,965.34,47,1,0.37,1
91.72,75.65,18193.11,28,190,0.34,0
70.3,68.75,575.49,25,1,0.34,1
43.25,42.59,1283.31,18,1,0.34,1
80.81,78.48,661.41,28,1,0.36,1
43.87,42.95,-10.84,18,1,0.34,1
63,61.95,486.82,23,1,0.35,1
123.24,117.51,1064.3,61,1,0.37,1
101.63,97.31,34437,36,191,0.36,0
59.85,59.26,384.85,23,1,0.35,1
101.89,98.24,34749.16,38,191,0.36,0
151.27,131.53,1451.76,103,1,0.37,1
101.37,97.54,34644.9,37,191,0.37,0
51.07,50.7,284.8,20,1,0.34,1
119.85,104.62,627.33,128,87,0.33,1
116.9,115.1,37865.01,67,191,0.4,0
42.77,42.05,162.22,17,1,0.35,1
109.72,91.36,459.64,120,87,0.35,1
50.09,49.5,265.02,19,1,0.33,1
89.38,86.24,811.15,31,1,0.34,1
109.09,109.98,38197.62,62,192,0.38,0
120.59,122.55,18125.56,88,1,0.36,0
52.63,52.22,5847.46,20,1,0.35,1
39.73,33.8,69.06,21,190,0.34,0
84.34,81.63,974.47,30,1,0.36,1
135.27,126.5,34905.95,89,190,0.38,0
43.12,42.41,166.96,18,1,0.34,1
101.96,98.63,36231.02,40,192,0.36,0
101.74,97.46,34075.19,37,191,0.37,0
65.88,64.66,529.8,24,1,0.35,1
102.04,98.63,37424.55,48,194,0.39,0
63.92,62.8,509.41,24,1,0.35,1
101.96,99.25,39037.69,49,194,0.37,0
102,99.63,37534.35,54,195,0.4,0
102.04,99.82,36446.1,51,194,0.36,0
101.22,96.87,34229.94,35,191,0.36,0
48.69,48.14,243.06,19,1,0.34,1
59.6,58.97,436.16,22,1,0.35,1
102.04,99.21,37865.01,53,196,0.38,0
237.08,178.05,36338.45,141,1,0.37,0
101.7,97.42,34905.95,39,191,0.36,0
40.4,39.52,132.19,17,1,0.35,1
102,99.63,36607.97,49,194,0.37,0
60.86,60.07,454.34,23,1,0.35,1
102.18,99.51,37534.35,53,196,0.39,0
96.36,92.91,682.48,34,1,0.35,1
91.93,76.66,17132.34,28,190,0.37,0
72.53,56.66,1848.09,27,190,0.37,0
139.5,121.21,1129.03,143,87,0.35,1
48.49,47.96,249.66,19,1,0.35,1
55.7,55.3,426.01,21,1,0.35,1
102.04,98.59,37096.48,46,194,0.38,0
111.92,94.12,503.69,122,87,0.35,1
102.63,100.46,37424.55,57,194,0.4,0
51.71,51.26,296.07,20,1,0.34,1
39.09,38.36,124.56,17,1,0.34,1
102.18,99.02,37589.32,53,196,0.37,0
43.58,42.86,195.16,18,1,0.34,1
39.25,38.25,131.21,17,1,0.34,1
142.93,122.91,1223.15,145,86,0.36,1
100.09,96.48,839.64,36,1,0.35,1
42.59,41.86,162.22,17,1,0.35,1
64.6,63.49,584.96,24,1,0.35,1
26.94,25.75,115.58,20,189,0.36,0
101.81,99.32,37479.43,48,194,0.38,0
52.92,52.54,315.61,20,1,0.35,1
38.87,37.9,115.58,17,1,0.34,1
100.24,81.02,375.62,113,86,0.34,1
44.67,44.08,179.32,18,1,0.35,1
29.28,26.21,55.17,24,192,0.36,1
74.73,72.49,630.68,27,1,0.35,1
122.23,124.88,22523.87,90,1,0.36,0
45.53,44.9,113.01,18,1,0.34,1
51.74,51.28,275.67,20,1,0.34,1
39.62,38.7,128.32,17,1,0.35,1
47.59,47.08,221.05,19,1,0.35,1
87.36,84.34,771.64,30,1,0.34,1
99.36,92.58,29882.83,30,191,0.34,0
84.5,81.79,704.04,30,1,0.36,1
58.68,58.12,413.58,22,1,0.34,1
101.78,98.86,36824.54,44,192,0.38,0
56.22,55.7,550.78,21,1,0.35,1
209.95,164.41,36338.45,127,1,0.35,0
67.48,66.1,544.72,25,1,0.34,1
46.52,45.89,203.5,18,1,0.35,1
83.6,80.9,693.2,29,1,0.36,1
102,99.02,36446.1,45,192,0.37,0
38.42,37.07,117.33,17,1,0.35,1
41.96,41.25,156.46,17,1,0.34,1
121.63,106.51,647.62,130,87,0.34,1
46.52,45.89,197.91,18,1,0.35,1
246.03,182.67,36662.03,146,1,0.35,0
108.42,104.37,903.1,42,1,0.33,1
101.59,98.75,36662.03,43,191,0.37,0
38.08,36.83,116.45,17,1,0.35,1
49.28,48.84,221.05,19,1,0.34,1
44.67,44.04,180.6,18,1,0.35,1
87.81,67.61,12031.71,28,190,0.35,0
121.56,116.36,1144.35,58,1,0.37,1
101.96,99.78,37699.44,53,195,0.37,0
49.01,48.55,246.34,19,1,0.34,1
38.53,37.55,113.86,17,1,0.34,1
86.49,83.64,726.08,30,1,0.34,1
52.86,52.5,311.62,20,1,0.35,1
102.04,99.78,37096.48,54,195,0.39,0
101.78,98.55,34853.64,40,191,0.36,0
46.28,45.64,80.36,18,1,0.34,1
102.18,98.9,36770.32,48,194,0.38,0
61.71,60.84,464.98,23,1,0.35,1
25.46,23.62,67.51,19,189,0.35,0
39.89,38.87,127.37,17,1,0.35,1
101.74,98.09,35326.38,39,191,0.38,0
140.73,129.25,37314.98,98,190,0.4,0
60.5,59.75,413.58,23,1,0.35,1
102.22,99.17,38086.54,52,195,0.39,0
218.94,164.67,37644.36,157,1,0.35,0
56.27,55.74,366.55,21,1,0.35,1
47.08,46.55,204.92,18,1,0.35,1
38.92,38.13,126.43,17,1,0.34,1
117.51,101.4,575.49,126,87,0.36,1
57.68,57.07,418.52,22,1,0.34,1
102,99.17,37096.48,48,194,0.38,0
39.89,38.92,142.3,17,1,0.35,1
156.92,133.58,1513.25,110,1,0.35,1
60,50.55,594.55,25,190,0.35,0
45.93,45.35,195.16,18,1,0.34,1
42.41,41.68,164.58,17,1,0.35,1
39.36,38.47,127.37,17,1,0.34,1
75.19,73.15,607.51,27,1,0.35,1
102.99,83.68,418.52,115,86,0.34,1
101.37,96.44,33869.58,34,191,0.37,0
270.42,187.03,34697.01,160,1,0.37,0
101.89,98.47,34697.01,39,190,0.38,0
71.47,69.84,591.34,26,1,0.35,1
168.53,135.94,1681.58,138,1,0.35,1
43.33,42.68,227.17,18,1,0.34,1
101.96,99.78,37699.44,54,195,0.38,0
102.96,100.24,37424.55,57,194,0.39,0
213.86,166.02,37314.98,129,1,0.36,0
101.89,99.4,37424.55,50,194,0.38,0
38.81,37.78,124.56,17,1,0.34,1
42.23,41.58,158.75,17,1,0.35,1
