PAN_Inside:,PAN_Outside:,Ambient_Temp:,Glass_Temp:,Ind_Current:,Mag_Current:,empty_pan
42.19,41.39,157.6,17,1,0.35,1
44.79,44.12,181.89,18,1,0.35,1
58.07,57.52,411.12,22,1,0.34,1
101.85,99.78,38031.07,54,196,0.39,0
49.45,49.06,249.66,19,1,0.34,1
39.62,38.64,102.46,17,1,0.35,1
105.68,101.89,885.86,39,1,0.33,1
160.58,140.29,31711.55,103,1,0.36,0
98.98,91.77,29882.83,30,191,0.37,0
91.93,88.64,803.13,32,1,0.34,1
97.54,93.92,819.22,35,1,0.35,1
103.1,101.37,37644.36,57,194,0.38,0
58.37,57.79,418.52,22,1,0.34,1
54.7,54.24,368.8,21,1,0.34,1
73.01,57.02,2432.78,27,190,0.36,0
124.07,109.32,726.08,132,87,0.34,1
99.63,93.48,30643.96,31,191,0.35,0
38.25,36.89,117.33,17,1,0.35,1
71.26,69.64,591.34,26,1,0.35,1
79.52,77.37,647.62,28,1,0.36,1
102,99.55,38308.93,52,196,0.39,0
115.67,111.22,969.9,50,1,0.37,1
111.83,107.98,951.76,45,1,0.37,1
139.02,126.5,1439.68,85,1,0.37,1
39.57,38.47,124.56,17,1,0.35,1
123.99,126.17,24573.89,91,1,0.36,0
92.01,88.97,885.86,32,1,0.34,1
42.41,41.58,162.22,17,1,0.35,1
102.22,99.78,36770.32,54,194,0.39,0
46.45,45.79,206.34,18,1,0.34,1
52.56,52.22,311.62,20,1,0.35,1
136.38,127.01,37534.35,91,190,0.39,0
101.85,98.63,36338.45,44,192,0.39,0
101.81,99.02,38142.05,46,192,0.37,0
30.82,27.92,60.77,20,152,0.36,0
53.17,52.72,321.66,20,1,0.35,1
49.06,48.67,259.82,19,1,0.34,1
112.82,95.21,162.22,122,87,0.37,1
162.59,133.36,1695.04,143,1,0.36,1
99.25,93.03,30932.7,31,191,0.36,0
102.37,100.12,37644.36,56,194,0.39,0
66.86,65.54,553.82,25,1,0.34,1
100.01,96.4,942.78,36,1,0.35,1
192.03,154.59,34905.95,116,1,0.36,0
99.93,94.28,32105.87,31,191,0.38,0
117.51,113.07,992.92,52,1,0.37,1
87.98,84.96,763.91,31,1,0.34,1
56.44,56,396.63,21,1,0.35,1
102.04,99.17,36607.97,50,194,0.37,0
39.3,38.36,127.37,17,1,0.34,1
125.23,110.27,894.45,133,87,0.36,1
49.2,48.72,307.68,19,1,0.34,1
121.45,116.27,1049.75,58,1,0.37,1
101.59,96.83,33818.3,35,191,0.36,0
134.44,117.76,974.47,139,87,0.38,1
102.18,99.4,37589.32,48,194,0.37,0
140.51,121.77,1129.03,144,87,0.36,1
101.74,98.09,35697.02,40,192,0.36,0
86.94,84.01,610.78,30,1,0.34,1
94.6,91.19,811.15,33,1,0.35,1
39.36,38.47,155.33,17,1,0.34,1
102.04,99.25,38420.45,49,194,0.39,0
43.16,42.46,159.9,18,1,0.34,1
105.22,101.37,877.32,39,1,0.33,1
58.02,57.47,418.52,22,1,0.34,1
40.35,39.46,138.18,17,1,0.35,1
37.84,36.58,115.58,17,1,0.35,1
63.37,62.44,498.02,24,1,0.35,1
118.77,114.09,1049.75,54,1,0.37,1
56.75,56.33,348.92,22,1,0.35,1
38.25,36.83,107.21,17,1,0.35,1
52.61,52.18,331.95,20,1,0.35,1
107.4,88.6,446.48,118,87,0.36,1
241.33,181.27,36553.96,144,1,0.38,0
163.62,135.45,1602.36,119,1,0.35,1
102.48,100.54,37975.66,56,194,0.4,0
101.89,99.17,35909.98,44,192,0.37,0
101.22,96.44,34385.16,35,190,0.37,0
50.99,50.6,259.82,19,1,0.34,1
60.76,60,459.64,23,1,0.35,1
122.19,116.81,1044.92,59,1,0.37,1
101.78,99.32,38031.07,53,195,0.38,0
42.95,42.23,166.96,18,1,0.34,1
163.23,133.47,1722.19,143,1,0.36,1
102.22,99.93,36987.54,51,196,0.38,0
63.2,62.3,515.17,24,1,0.35,1
102,98.75,36177.37,45,192,0.38,0
83.76,68.07,277.48,103,86,0.33,1
101.85,98.4,34644.9,39,191,0.34,0
102.04,98.71,36392.25,44,192,0.36,0
40.46,39.57,137.16,17,1,0.35,1
135.88,125.08,1300.06,81,1,0.37,1
107.64,103.79,903.1,41,1,0.33,1
161.7,134.97,1576.54,116,1,0.35,1
162.21,135.15,1615.38,117,1,0.35,1
43.46,42.81,166.96,18,1,0.34,1
140.73,127.48,1368.63,88,1,0.37,1
44.82,44.2,176.79,18,1,0.35,1
40.1,39.03,130.24,17,1,0.35,1
101.63,96.75,34075.19,35,191,0.35,0
261.77,183.56,37260.28,161,1,0.38,0
101.52,98.78,36662.03,44,192,0.39,0
41.34,40.51,141.26,17,1,0.36,1
105.85,102.04,903.1,40,1,0.33,1
50.65,50.27,270.31,19,1,0.33,1
96.79,93.27,835.53,34,1,0.35,1
40.66,39.73,138.18,17,1,0.35,1
39.68,38.7,128.32,17,1,0.35,1
36.83,31.6,70.11,21,190,0.35,0
113.26,109.12,969.9,47,1,0.37,1
123.35,117.76,1098.82,62,1,0.37,1
50.8,50.34,277.48,19,1,0.33,1
268.58,187.97,36824.54,154,1,0.37,0
44.36,43.54,165.77,18,1,0.34,1
62.72,61.79,199.29,23,1,0.35,1
76.47,74.35,823.27,27,1,0.35,1
54.83,54.31,366.55,21,1,0.34,1
63.54,62.61,594.55,24,1,0.35,1
135.27,124.8,1277.75,80,1,0.37,1
38.3,36.83,115.58,17,1,0.35,1
102.04,98.28,37096.48,42,191,0.37,0
101.93,99.17,36607.97,46,194,0.37,0
146.59,124.72,1129.03,147,87,0.36,1
101.81,98.16,34540.84,38,191,0.36,0
102.04,99.93,40580.81,54,195,0.4,0
102.04,98.32,36446.1,45,192,0.37,0
42.95,35.43,61.23,22,190,0.35,0
41.96,41.1,156.46,17,1,0.34,1
112.63,108.52,1040.12,46,1,0.37,1
41,39.99,144.41,17,1,0.36,1
101.96,99.59,37920.31,53,196,0.38,0
101.67,98.75,36662.03,44,192,0.37,0
27.57,25.46,61.23,18,190,0.34,1
126.88,120.02,1129.03,67,1,0.37,1
101.96,98.05,36123.79,42,192,0.36,0
84.46,81.83,715,30,1,0.36,1
141.85,122.26,1180.67,144,86,0.38,1
41.77,41,146.54,17,1,0.34,1
83.14,80.53,651.05,29,1,0.36,1
60.5,59.7,441.3,23,1,0.35,1
101.93,99.48,37534.35,53,195,0.39,0
81.38,78.84,668.38,29,1,0.36,1
59.67,59.04,443.88,22,1,0.35,1
39.41,38.36,130.24,17,1,0.34,1
40.51,39.57,139.2,17,1,0.35,1
40.3,39.36,132.19,17,1,0.35,1
37.96,36.58,115.58,17,1,0.35,1
77.84,75.65,640.81,28,1,0.36,1
45.05,44.47,189.76,18,1,0.35,1
101.63,98.01,35063.23,38,191,0.37,0
101.29,98.55,36231.02,41,191,0.38,0
102.22,99.4,37865.01,54,195,0.37,0
101.74,98.86,36662.03,43,192,0.38,0
168.67,136.19,1668.19,136,1,0.35,1
101.74,98.82,36553.96,45,191,0.37,0
40.61,39.78,133.17,17,1,0.36,1
77.77,75.54,627.33,28,1,0.36,1
38.36,37.01,115.58,17,1,0.35,1
133.58,123.84,1311.32,77,1,0.37,1
44.28,43.5,159.9,18,1,0.34,1
101.63,99.17,37260.28,45,192,0.39,0
101.74,98.86,40812.83,44,191,0.38,0
54.26,53.87,21.39,21,1,0.34,1
274.53,188.35,36553.96,156,1,0.37,0
73.64,63.23,249.66,96,87,0.35,1
101.59,98.16,35856.66,40,192,0.37,0
168.53,136.32,1635.04,130,1,0.35,1
43.33,42.68,243.06,18,1,0.34,1
160.95,132.48,1681.58,143,1,0.36,1
53.61,53.24,10.33,20,1,0.34,1
59.35,58.63,436.16,22,1,0.35,1
71.94,70.33,459.64,26,1,0.35,1
101.89,99.4,37479.43,50,194,0.39,0
246.67,176.58,37424.55,161,1,0.37,0
150,134.38,34853.64,116,189,0.38,0
102.92,99.17,868.85,38,1,0.35,1
101.78,98.01,35484.91,41,192,0.36,0
56.4,55.94,380.21,21,1,0.35,1
34.08,28.78,67.01,20,190,0.35,0
111.6,93.8,464.98,121,87,0.36,1
102.18,99.78,37205.62,50,194,0.4,0
41.44,40.56,130.24,17,1,0.34,1
102.04,99.74,37975.66,54,196,0.39,0
101.81,98.94,36770.32,47,194,0.37,0
135.39,125,1191.19,80,1,0.37,1
41.96,41.2,144.41,17,1,0.34,1
49.48,49.06,251.33,19,1,0.34,1
41.25,40.3,144.41,17,1,0.36,1
79.04,76.7,756.23,28,1,0.36,1
52.45,52.04,317.62,20,1,0.35,1
50.47,50.09,268.54,19,1,0.33,1
49.85,49.42,273.88,19,1,0.33,1
134.04,117.38,979.06,139,87,0.36,1
58.14,57.61,423.5,22,1,0.34,1
41.2,40.35,141.26,17,1,0.36,1
54.35,53.96,340.35,21,1,0.34,1
117.28,112.76,974.47,52,1,0.37,1
65.95,64.66,544.72,24,1,0.34,1
46.95,46.48,215.07,18,1,0.35,1
52.18,51.76,297.98,20,1,0.35,1
27.65,26.21,55.58,22,192,0.35,1
32.8,30.82,68.03,32,192,0.35,1
162.97,139.79,37205.62,132,189,0.4,0
38.36,37.01,114.72,17,1,0.35,1
49.5,49.06,263.28,19,1,0.34,1
42.05,41.2,144.41,17,1,0.35,1
77.57,75.42,541.71,27,1,0.36,1
101.29,95.8,32503.44,33,191,0.37,0
51.04,50.6,284.8,20,1,0.34,1
251.88,184.64,37096.48,148,1,0.37,0
128.51,121.07,1185.92,70,1,0.37,1
102.07,99.86,37314.98,52,195,0.39,0
49.66,49.26,253.01,19,1,0.33,1
124.37,118.28,1088.88,63,1,0.37,1
157.15,130.51,1595.87,144,1,0.36,1
69.29,67.81,572.36,25,1,0.34,1
27.65,26.03,56.83,16,182,0.36,1
221.3,170.41,36770.32,134,1,0.36,0
101.67,96.68,33767.09,35,191,0.37,0
120.39,122.12,17262.6,87,1,0.36,0
41,40.1,140.23,17,1,0.36,1
101.85,98.86,36607.97,45,192,0.35,0
130.17,114.84,885.86,137,87,0.36,1
149.62,130.81,1409.77,100,1,0.37,1
102.04,99.21,37314.98,45,192,0.39,0
41,39.89,126.43,17,1,0.36,1
44.75,44.12,183.18,18,1,0.35,1
45.2,44.67,124.56,18,1,0.35,1
67.29,66.01,538.71,25,1,0.34,1
133.92,125.76,37699.44,87,190,0.39,0
63.51,62.58,454.34,24,1,0.35,1
57.11,56.66,408.68,22,1,0.34,1
46.95,46.41,209.22,18,1,0.35,1
60.92,60.1,459.64,23,1,0.35,1
72.78,70.97,640.81,26,1,0.35,1
132.69,129.54,27945.35,93,1,0.36,0
102.18,99.25,37975.66,49,194,0.38,0
40.2,39.25,136.15,17,1,0.35,1
63,52.5,1093.84,25,190,0.37,0
102.07,99.51,36500,49,194,0.43,0
101.59,95.8,34023.71,34,191,0.37,0
55.44,55,375.62,21,1,0.35,1
102.04,99.36,37205.62,47,194,0.39,0
37.96,36.7,115.58,17,1,0.35,1
50.87,50.47,277.48,19,1,0.33,1
40.25,39.3,141.26,17,1,0.35,1
40.35,39.46,129.28,17,1,0.35,1
43.96,43.2,170.59,18,1,0.34,1
74.13,72.42,607.51,27,1,0.35,1
101.89,98.59,36607.97,44,192,0.37,0
101.55,97.54,34697.01,37,190,0.36,0
61.02,60.2,449.09,23,1,0.35,1
84.09,81.42,686.04,29,1,0.36,1
141.85,122.12,1191.19,144,87,0.35,1
42.05,41.25,165.77,17,1,0.34,1
48.17,47.65,227.17,19,1,0.35,1
101.93,98.2,35909.98,40,191,0.38,0
71.54,70.05,594.55,26,1,0.35,1
101.59,96.68,34023.71,35,191,0.4,0
59.06,58.4,313.61,22,1,0.34,1
49.06,48.72,249.66,19,1,0.34,1
101.96,99.28,36231.02,49,194,0.39,0
181.1,148.95,33972.28,110,1,0.37,0
39.89,39.03,125.49,17,1,0.35,1
64.51,63.17,492.4,24,1,0.35,1
100.8,96.04,33869.58,33,191,0.39,0
45.28,44.71,179.32,18,1,0.35,1
65.48,64.36,569.24,24,1,0.35,1
101.81,98.94,36553.96,45,192,0.39,0
131.58,124.88,37205.62,83,190,0.39,0
274.16,188.35,36770.32,158,1,0.37,0
67.19,65.91,512.28,25,1,0.34,1
79.88,77.61,647.62,28,1,0.36,1
47.01,46.48,209.22,18,1,0.35,1
41.68,40.61,174.29,17,1,0.34,1
58.59,57.93,408.68,22,1,0.34,1
47.14,39.46,102.46,22,190,0.37,0
50.24,49.88,275.67,19,1,0.33,1
101.85,99.59,37589.32,52,195,0.4,0
102,99.63,37369.75,52,195,0.37,0
102.04,99.63,37534.35,50,194,0.39,0
50.6,50.16,303.77,19,1,0.33,1
46.92,46.35,207.78,18,1,0.35,1
112.21,108.18,951.76,46,1,0.37,1
63.4,62.47,492.4,24,1,0.35,1
111.7,107.71,920.59,45,1,0.33,1
101.22,95.76,32603.34,33,191,0.36,0
44.51,43.87,163.4,18,1,0.34,1
60.66,59.82,470.37,23,1,0.35,1
168.81,136.44,1661.52,131,1,0.35,1
44.2,43.46,157.6,18,1,0.34,1
41.1,40.1,266.77,17,1,0.36,1
101.93,99.02,40349.66,44,192,0.38,0
55.26,54.83,348.92,21,1,0.35,1
102.22,99.97,37589.32,52,195,0.4,0
43.96,43.2,171.82,18,1,0.34,1
56.53,56.11,200.69,21,1,0.35,1
101.59,99.86,37865.01,54,195,0.39,0
102.18,99.32,37424.55,54,194,0.38,0
53.21,52.77,327.8,20,1,0.35,1
53.35,52.95,327.8,20,1,0.35,1
101.7,99.17,36662.03,49,194,0.37,0
108.72,104.79,873.08,42,1,0.33,1
39.57,38.53,130.24,17,1,0.35,1
45.64,45.13,199.29,18,1,0.34,1
41.86,41.1,144.41,17,1,0.34,1
204.36,160.83,36446.1,124,1,0.36,0
101.93,99.4,36231.02,53,195,0.4,0
94.81,91.36,787.27,34,1,0.35,1
52.54,52.18,288.52,20,1,0.35,1
99.93,80.49,366.55,113,86,0.34,1
25.18,24.31,62.62,19,189,0.36,0
101.96,98.13,35484.91,40,192,0.37,0
102.41,99.78,37041.98,56,194,0.38,0
35.95,34.36,70.11,37,191,0.38,1
70.4,68.75,575.49,25,1,0.34,1
99.4,95.84,843.77,36,1,0.35,1
66.39,65.05,532.76,24,1,0.34,1
68.34,66.77,550.78,25,1,0.34,1
115.35,111.05,956.27,49,1,0.37,1
101.74,98.71,36553.96,43,192,0.37,0
56.05,55.61,380.21,21,1,0.35,1
101.96,99.17,36607.97,46,192,0.37,0
48.95,48.46,246.34,19,1,0.34,1
51.9,51.38,181.89,20,1,0.34,1
50.97,50.6,273.88,20,1,0.34,1
91.19,88.06,779.43,32,1,0.34,1
102.18,98.98,37809.77,53,196,0.4,0
45.96,45.42,206.34,18,1,0.34,1
101.1,96.99,34644.9,35,191,0.38,0
43.42,42.73,146.54,18,1,0.34,1
40.61,39.78,128.32,17,1,0.35,1
60.15,59.5,449.09,23,1,0.35,1
194.66,156.02,35909.98,118,1,0.36,0
125.27,118.96,1118.9,64,1,0.37,1
44.9,44.44,192.44,18,1,0.35,1
53.43,52.99,315.61,20,1,0.35,1
69.77,68.41,484.05,25,1,0.34,1
101.52,96.68,34023.71,35,190,0.37,0
101.67,99.55,37920.31,53,195,0.4,0
112.79,108.72,965.34,46,1,0.37,1
102.04,99.02,36987.54,48,194,0.38,0
99.02,95.25,827.34,35,1,0.35,1
94.28,91.07,811.15,33,1,0.35,1
40.25,39.36,843.77,17,1,0.35,1
55.07,46.75,323.7,24,190,0.35,0
60.15,55.24,195.16,81,87,0.37,1
154.81,129.21,1551.01,149,1,0.36,1
274.53,187.97,36770.32,159,1,0.35,0
104.65,104.79,37424.55,59,193,0.39,0
47.46,47.01,215.07,19,1,0.35,1
222.63,165.61,37314.98,158,1,0.37,0
169.39,142.46,37534.35,141,189,0.38,0
47.4,39.68,89.39,22,189,0.33,0
41.1,40.2,158.75,17,1,0.36,1
54.31,53.92,348.92,21,1,0.34,1
27.48,26.21,66,20,191,0.36,1
128.28,121,1139.23,69,1,0.37,1
102.04,98.94,36231.02,45,192,0.38,0
101.74,99.48,37205.62,53,196,0.38,0
59.16,50.27,696.8,25,190,0.36,0
121.63,124.33,21260.46,89,1,0.36,0
46.95,46.41,204.92,18,1,0.35,1
150,131.01,1439.68,100,1,0.37,1
102.07,99.55,37424.55,51,195,0.38,0
59.67,59.02,449.09,22,1,0.35,1
127.27,127.7,25921.97,92,1,0.36,0
101.14,95.72,33818.3,33,191,0.38,0
101.74,96.99,33055.47,36,191,0.36,0
67.35,54.18,1476.15,26,190,0.35,0
187.21,151.98,34644.9,114,1,0.37,0
74.51,62.69,266.77,97,87,0.35,1
45.5,44.9,187.1,18,1,0.34,1
51.99,51.48,297.98,20,1,0.34,1
101.89,98.16,35856.66,38,191,0.35,0
101.37,98.09,35750.18,40,191,0.37,0
193.64,153.11,37644.36,151,1,0.37,0
51.48,51.07,286.66,20,1,0.34,1
64.66,63.6,515.17,24,1,0.35,1
196.72,154.81,37644.36,152,1,0.37,0
48.67,48.08,225.63,19,1,0.34,1
38.81,37.73,128.32,17,1,0.34,1
50.65,50.27,273.88,19,1,0.33,1
169.1,136.32,1668.19,135,1,0.35,1
270.05,187.21,26180.13,159,1,0.38,0
107.57,103.72,2150.39,41,1,0.33,1
104.86,101.22,843.77,39,1,0.33,1
100.99,94.44,33005.04,32,191,0.38,0
101.78,98.01,35803.39,40,192,0.38,0
40.25,39.36,138.18,17,1,0.35,1
257.95,181.1,36770.32,161,1,0.37,0
101.93,98.51,37260.28,46,192,0.38,0
101.55,97.77,852.07,37,1,0.35,1
56.6,56.11,344.62,21,1,0.35,1
43.96,43.2,153.09,18,1,0.34,1
128.74,121.35,1185.92,70,1,0.37,1
50.55,50.14,270.31,19,1,0.33,1
53.85,53.48,340.35,20,1,0.34,1
101.93,99.63,37534.35,54,196,0.38,0
56.44,48.32,389.53,24,190,0.34,0
101.96,99.74,37534.35,53,193,0.38,0
96.08,92.5,819.22,34,1,0.35,1
100.92,94.93,33257.75,32,191,0.36,0
75.62,73.6,610.78,27,1,0.35,1
187.97,152.9,34592.85,115,1,0.36,0
47.65,47.27,1589.41,19,1,0.35,1
101.85,99.78,37260.28,53,195,0.39,0
82.36,79.36,661.41,29,1,0.36,1
132.59,123.39,1233.94,76,1,0.37,1
79.36,77.21,647.62,28,1,0.36,1
101.96,98.32,35379.17,44,192,0.36,0
45.16,44.51,192.44,18,1,0.35,1
69.53,55.35,1876.91,26,190,0.35,0
38.47,37.55,127.37,17,1,0.34,1
65.42,64.3,538.71,24,1,0.35,1
101.22,96.2,32904.3,33,191,0.37,0
58.92,58.26,426.01,22,1,0.34,1
43.54,42.77,173.05,18,1,0.34,1
91.19,88.06,807.13,32,1,0.34,1
37.78,36.58,107.21,17,1,0.35,1
49.72,49.28,317.62,19,1,0.33,1
199.49,157.95,36177.37,120,1,0.36,0
89.88,86.61,920.59,31,1,0.34,1
101.67,98.05,36770.32,43,192,0.37,0
54.68,54.18,348.92,21,1,0.34,1
43.2,42.5,176.79,18,1,0.34,1
42.46,41.63,162.22,17,1,0.35,1
208.53,162.72,34540.84,126,1,0.37,0
60.5,51.07,711.33,25,190,0.35,0
41.44,40.51,141.26,17,1,0.34,1
43.29,42.68,156.46,18,1,0.34,1
51.52,51.19,284.8,20,1,0.34,1
102.07,98.86,38086.54,50,194,0.38,0
76.98,75.04,634.04,27,1,0.35,1
113.39,109.25,965.34,47,1,0.37,1
100.8,94.4,32703.46,32,191,0.36,0
101.74,98.78,36123.79,44,192,0.36,0
101.96,99.51,37975.66,54,195,0.39,0
78.72,76.51,647.62,28,1,0.36,1
101.18,95.84,32254.57,32,191,0.37,0
177.07,147.85,33105.97,109,1,0.37,0
50.39,49.82,284.8,19,1,0.33,1
101.37,95.64,33613.74,33,191,0.37,0
58.44,57.89,726.08,22,1,0.34,1
70.3,60.5,-37.71,93,87,0.36,1
96.16,76.98,321.66,111,86,0.35,1
52.5,52.13,307.68,20,1,0.35,1
64.9,63.66,512.28,24,1,0.35,1
101.14,97.46,827.34,37,1,0.35,1
39.68,33.66,157.6,21,190,0.34,0
50.16,49.74,249.66,19,1,0.33,1
101.96,99.32,37314.98,51,196,0.4,0
47.9,47.43,224.09,19,1,0.35,1
42.59,41.91,162.22,17,1,0.35,1
62.36,61.44,492.4,23,1,0.35,1
120.83,115.85,1044.92,57,1,0.37,1
98.32,90.95,27900.28,30,191,0.36,0
101.89,97.77,35063.23,41,192,0.36,0
122.91,117.32,1069.19,61,1,0.37,1
53.92,53.52,340.35,21,1,0.34,1
92.26,88.97,795.17,32,1,0.34,1
120.66,105.43,654.49,129,87,0.36,1
81.06,78.56,693.2,28,1,0.36,1
41.1,40.2,144.41,17,1,0.36,1
102.04,99.63,37589.32,53,196,0.38,0
102.26,98.94,37151.02,50,194,0.37,0
72.34,70.54,604.25,26,1,0.35,1
101.33,97.15,35063.23,36,191,0.36,0
43.12,42.23,12.57,18,1,0.34,1
38.02,36.83,120.89,17,1,0.35,1
50.24,49.82,275.67,19,1,0.33,1
102.18,99.28,37096.48,52,195,0.39,0
181.97,150,34023.71,112,1,0.36,0
61.57,60.81,418.52,23,1,0.35,1
54.02,53.57,353.27,21,1,0.34,1
102.18,99.17,36231.02,48,194,0.38,0
51.33,43.5,140.23,23,189,0.37,0
126.67,111.67,811.15,134,87,0.34,1
62.64,61.71,462.31,23,1,0.35,1
102.04,99.55,38031.07,50,194,0.39,0
101.81,99.51,37644.36,51,195,0.38,0
98.86,95.13,852.07,35,1,0.35,1
138.4,120.26,1098.82,143,87,0.34,1
101.33,98.32,36392.25,41,191,0.35,0
260.72,186.47,35643.91,150,1,0.37,0
129.16,121.49,1134.12,71,1,0.37,1
66.29,64.96,594.55,24,1,0.34,1
101.81,98.82,36500,45,192,0.37,0
241.33,182.14,36987.54,145,1,0.35,0
85.99,65.23,9849.29,28,190,0.37,0
62.58,61.65,498.02,23,1,0.35,1
107.1,103.32,907.45,41,1,0.33,1
54.52,54.13,344.62,21,1,0.34,1
102.04,99.55,37369.75,52,195,0.39,0
63.98,57.34,215.07,86,87,0.35,1
87.23,84.3,748.61,30,1,0.34,1
38.92,37.78,155.33,17,1,0.34,1
123.99,109.25,756.23,132,87,0.34,1
102,99.4,37314.98,50,194,0.38,0
44.4,43.63,181.89,18,1,0.34,1
238.28,179.73,34540.84,142,1,0.37,0
54.05,53.68,375.62,21,1,0.34,1
77.45,75.35,647.62,27,1,0.35,1
101.81,98.86,36177.37,44,192,0.38,0
72.56,70.83,607.51,26,1,0.35,1
145.73,129.35,1380.29,95,1,0.37,1
104.22,100.62,336.13,39,1,0.33,1
67.48,54.52,1668.19,26,190,0.35,0
44.86,44.2,180.6,18,1,0.35,1
51.45,51.02,183.18,20,1,0.34,1
42.41,41.49,153.09,17,1,0.35,1
44.75,44.12,193.8,18,1,0.35,1
101.89,98.63,36662.03,47,194,0.4,0
56.46,56,353.27,21,1,0.35,1
61.1,60.35,459.64,23,1,0.35,1
40.71,39.68,125.49,17,1,0.36,1
25.46,23.12,62.15,19,188,0.35,0
44.12,43.37,130.24,18,1,0.34,1
70.93,55.74,2071.84,26,190,0.38,0
133.92,123.88,1223.15,78,1,0.37,1
101.81,99.55,37424.55,50,194,0.39,0
78.04,75.89,617.36,28,1,0.36,1
102,99.48,37369.75,51,195,0.38,0
101.33,96.99,33818.3,35,191,0.39,0
256.92,181.79,37205.62,161,1,0.38,0
39.46,38.59,125.49,17,1,0.34,1
101.74,98.55,34697.01,39,191,0.38,0
38.47,37.01,111.32,17,1,0.35,1
101.89,99.25,32904.3,48,194,0.38,0
137.34,125.76,1451.76,82,1,0.37,1
102.26,98.9,37865.01,52,195,0.4,0
163.75,136.19,1500.81,122,1,0.35,1
38.02,36.83,110.49,17,1,0.35,1
53.12,52.63,315.61,20,1,0.35,1
101.29,96.08,33613.74,33,191,0.38,0
27.57,25.84,50.88,17,186,0.36,1
101.96,98.86,35643.91,42,192,0.37,0
56.71,56.27,495.2,21,1,0.35,1
134.27,124.41,1250.24,78,1,0.37,1
79.88,77.53,654.49,28,1,0.36,1
38.36,37.01,116.45,17,1,0.35,1
101.33,95.64,34075.19,33,191,0.35,0
101.14,95.8,32503.44,32,191,0.35,0
101.74,98.94,36987.54,46,192,0.37,0
101.37,96.2,33207.11,33,191,0.36,0
50.55,50.14,273.88,19,1,0.33,1
131.58,122.84,1212.43,74,1,0.37,1
47.27,46.75,209.22,18,1,0.35,1
59.95,59.26,446.48,23,1,0.35,1
102.04,98.94,37424.55,48,194,0.4,0
144.71,124.33,1255.71,146,87,0.35,1
123.88,119.92,37644.36,74,191,0.38,0
116.74,112.24,983.67,51,1,0.37,1
246.35,183.91,36770.32,147,1,0.37,0
56.58,56.09,384.85,21,1,0.35,1
46.45,45.82,206.34,18,1,0.34,1
102.22,99.32,37205.62,51,195,0.39,0
38.7,37.78,124.56,17,1,0.34,1
47.59,40.2,112.16,23,189,0.35,0
46.88,46.35,202.09,18,1,0.35,1
39.36,38.36,124.56,17,1,0.34,1
38.25,36.83,113.86,17,1,0.35,1
102,99.63,37424.55,53,195,0.38,0
25.18,23.32,18.69,18,189,0.35,0
102.04,99.63,36987.54,51,194,0.38,0
141.7,127.7,1368.63,89,1,0.37,1
102.04,99.48,36607.97,49,194,0.37,0
43.16,42.46,148.69,18,1,0.34,1
101.93,97.77,34958.33,41,192,0.37,0
46.07,45.57,200.69,18,1,0.34,1
101.59,97.7,35803.39,37,191,0.37,0
90.29,86.9,795.17,31,1,0.34,1
166.84,143.25,31809.82,104,101,0.38,0
42.95,41.39,84.11,47,119,0.35,1
41.3,40.4,144.41,17,1,0.36,1
102.41,98.71,868.85,37,1,0.35,1
119.85,114.97,1021.05,56,1,0.37,1
46,45.46,200.69,18,1,0.34,1
24.8,23.72,86.71,14,150,0.34,0
101.74,97.07,33767.09,37,191,0.37,0
53.61,53.17,319.63,20,1,0.34,1
50.89,50.5,286.66,19,1,0.34,1
45.13,44.51,196.53,18,1,0.35,1
50.97,50.55,227.17,19,1,0.34,1
42.05,41.2,148.69,17,1,0.34,1
145.38,129.21,1368.63,94,1,0.37,1
52.77,52.45,311.62,20,1,0.35,1
91.56,88.39,783.34,32,1,0.34,1
29.94,29.12,62.62,27,192,0.37,1
101.96,98.24,35750.18,42,191,0.38,0
40.1,39.36,138.18,17,1,0.35,1
96.99,88.72,26223.32,29,190,0.36,0
27.74,25.37,54.36,20,192,0.35,1
101.81,99.82,37920.31,54,196,0.39,0
42.77,41.96,159.9,17,1,0.35,1
23.82,23.12,62.15,16,178,0.35,0
101.93,98.32,36553.96,44,192,0.36,0
101.33,96.12,33869.58,34,191,0.36,0
175.14,146.86,33005.04,107,1,0.36,0
101.81,98.09,34437,38,191,0.38,0
40.4,39.57,147.61,17,1,0.35,1
52.99,44.82,249.66,23,189,0.34,0
86.57,83.68,550.78,30,1,0.34,1
63.6,52.95,1064.3,25,190,0.36,0
57.34,48.75,451.71,24,190,0.33,0
55.37,54.98,353.27,21,1,0.35,1
46.95,46.48,209.22,18,1,0.35,1
39.03,38.25,123.63,17,1,0.34,1
149.33,133.98,36987.54,113,189,0.39,0
57.7,57.11,408.68,22,1,0.34,1
42.77,42.05,159.9,17,1,0.35,1
38.7,37.78,115.58,17,1,0.34,1
155.14,132.69,1409.77,108,1,0.35,1
55.52,47.43,315.61,24,190,0.36,0
49.61,49.17,408.68,19,1,0.34,1
41.77,40.91,146.54,17,1,0.34,1
111.35,107.54,1149.49,45,1,0.33,1
52.06,51.66,288.52,20,1,0.34,1
39.68,38.75,142.3,17,1,0.35,1
38.3,36.95,117.33,17,1,0.35,1
40.3,39.46,143.35,17,1,0.35,1
50.55,50.16,288.52,19,1,0.33,1
101.81,99.21,35379.17,46,192,0.37,0
54.87,54.31,362.08,21,1,0.34,1
